id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
433,Female,45,1,28,0,1-2 Year,Yes,27616,26,134,0
434,Male,25,1,16,1,< 1 Year,No,2630,152,178,0
435,Male,76,1,15,1,1-2 Year,No,39952,14,126,0
436,Male,64,1,28,0,1-2 Year,Yes,42417,60,116,0
437,Male,29,1,8,0,< 1 Year,Yes,42992,124,241,0
438,Female,28,1,14,1,< 1 Year,No,27555,152,258,0
439,Female,24,1,46,1,< 1 Year,No,25784,152,128,0
440,Female,49,1,8,0,1-2 Year,Yes,38022,124,197,0
441,Male,53,1,39,0,1-2 Year,Yes,2630,157,83,0
442,Female,67,1,29,0,1-2 Year,Yes,43753,124,30,1
443,Male,54,1,33,0,1-2 Year,Yes,39396,124,295,0
444,Female,25,1,23,1,< 1 Year,No,2630,152,228,0
445,Female,21,1,30,1,< 1 Year,No,24030,152,82,0
446,Female,39,1,28,0,1-2 Year,Yes,33016,124,74,0
447,Male,54,1,35,0,1-2 Year,Yes,26629,26,113,1
448,Female,24,1,32,0,< 1 Year,Yes,2630,152,107,0
449,Female,23,1,2,1,< 1 Year,No,24881,152,247,0
450,Male,33,1,15,1,< 1 Year,No,2630,152,190,0
451,Female,23,1,37,0,< 1 Year,Yes,21214,152,126,1
452,Female,23,1,21,0,< 1 Year,Yes,24388,152,270,0
453,Male,47,1,46,1,1-2 Year,No,2630,21,270,0
454,Male,63,1,28,0,1-2 Year,Yes,44879,124,85,0
455,Female,27,1,10,0,< 1 Year,Yes,24453,152,152,0
456,Male,49,1,8,0,1-2 Year,Yes,41648,124,98,0
457,Male,29,1,28,0,< 1 Year,Yes,40186,160,227,0
458,Male,46,1,33,0,1-2 Year,Yes,30866,124,77,0
459,Male,33,1,11,1,< 1 Year,No,35263,152,271,0
460,Male,40,1,8,1,1-2 Year,No,31839,152,165,0
461,Female,30,1,49,0,< 1 Year,Yes,27967,152,270,0
462,Male,52,1,28,0,1-2 Year,Yes,46090,124,217,1
463,Male,23,1,35,1,< 1 Year,No,27968,152,128,0
464,Male,70,1,28,0,> 2 Years,Yes,51565,122,115,0
465,Male,24,1,2,0,< 1 Year,Yes,26707,152,224,0
466,Male,42,1,33,0,> 2 Years,Yes,35187,124,107,0
467,Male,70,1,8,0,1-2 Year,Yes,46177,26,249,0
468,Female,22,1,46,0,< 1 Year,Yes,26118,152,46,0
469,Male,70,1,7,1,1-2 Year,No,65479,124,213,0
470,Female,23,1,28,1,< 1 Year,No,38010,152,177,0
471,Female,74,1,28,0,> 2 Years,Yes,30128,26,164,1
472,Female,22,1,43,0,1-2 Year,Yes,42589,157,236,0
473,Female,66,1,28,0,1-2 Year,Yes,30967,26,64,0
474,Female,24,1,8,0,< 1 Year,Yes,42636,152,155,0
475,Male,40,1,28,0,1-2 Year,Yes,37142,124,286,0
476,Male,59,1,8,1,1-2 Year,No,34424,26,134,0
477,Female,23,1,27,0,< 1 Year,Yes,27827,151,19,0
478,Male,45,1,46,0,1-2 Year,Yes,37726,26,186,0
479,Female,22,1,44,1,< 1 Year,No,37232,152,177,0
480,Male,30,1,28,0,< 1 Year,Yes,51429,121,119,1
481,Male,73,1,29,0,> 2 Years,Yes,104002,3,132,0
482,Female,33,1,7,0,1-2 Year,No,2630,26,103,0
483,Female,25,1,2,1,< 1 Year,No,28342,152,113,0
484,Female,44,1,28,0,1-2 Year,Yes,52593,26,30,1
485,Female,36,1,8,0,1-2 Year,Yes,63198,26,244,1
486,Male,69,1,46,1,1-2 Year,No,44679,26,293,0
487,Male,79,1,45,0,1-2 Year,Yes,21882,124,78,0
488,Female,24,1,28,1,< 1 Year,No,28036,152,108,0
489,Male,72,1,8,1,1-2 Year,No,36462,26,61,0
490,Female,39,1,28,0,1-2 Year,Yes,45387,154,59,1
491,Female,62,1,28,0,1-2 Year,Yes,31026,124,105,0
492,Male,43,1,18,0,1-2 Year,Yes,39225,124,268,0
493,Male,29,1,37,0,1-2 Year,Yes,2630,154,66,0
494,Female,20,1,28,1,< 1 Year,Yes,2630,160,120,0
495,Female,27,1,46,1,< 1 Year,No,28640,152,93,0
496,Male,20,1,8,0,< 1 Year,Yes,40115,160,292,0
497,Male,22,1,35,0,< 1 Year,Yes,30083,152,84,0
498,Male,56,1,28,0,1-2 Year,Yes,32018,26,183,0
499,Female,28,1,50,1,< 1 Year,No,26788,152,221,0
500,Male,20,1,36,1,< 1 Year,No,27397,152,13,0
501,Male,23,1,21,0,< 1 Year,Yes,33870,152,258,0
502,Female,31,1,15,1,< 1 Year,No,33444,152,233,0
503,Female,31,1,15,1,< 1 Year,No,40315,152,103,0
504,Female,51,1,28,0,1-2 Year,Yes,39214,26,15,0
505,Female,23,1,37,1,< 1 Year,No,41919,152,288,0
506,Male,37,1,28,0,1-2 Year,Yes,42207,124,135,1
507,Female,25,1,28,0,< 1 Year,Yes,92716,152,247,0
508,Female,25,1,28,1,< 1 Year,No,74371,152,295,0
509,Female,22,1,28,1,< 1 Year,No,58936,152,274,0
510,Female,31,1,18,1,< 1 Year,No,44945,152,201,0
511,Female,22,1,46,1,< 1 Year,No,36430,152,241,0
512,Male,29,1,7,1,< 1 Year,No,2630,152,59,0
513,Female,38,1,45,0,1-2 Year,Yes,2630,156,253,0
514,Female,26,1,15,1,< 1 Year,No,32553,152,97,0
515,Female,22,1,37,0,< 1 Year,Yes,32093,152,113,1
516,Female,70,1,28,0,1-2 Year,Yes,37783,139,102,0
517,Male,58,1,28,0,1-2 Year,Yes,41394,124,22,0
518,Male,52,1,12,0,1-2 Year,Yes,29442,124,264,0
519,Male,49,1,28,0,1-2 Year,Yes,31733,26,265,0
520,Female,24,1,30,0,< 1 Year,No,39055,152,127,0
521,Female,24,1,30,1,< 1 Year,No,28829,152,173,0
522,Female,76,1,8,0,1-2 Year,Yes,38546,163,92,0
523,Female,22,1,3,0,< 1 Year,Yes,23309,160,202,0
524,Female,23,1,43,1,< 1 Year,No,25272,152,25,0
525,Male,24,1,8,1,< 1 Year,No,60219,151,233,0
526,Female,25,1,47,0,< 1 Year,Yes,40374,152,246,0
527,Male,33,1,46,1,1-2 Year,No,27599,124,10,0
528,Male,51,1,18,1,1-2 Year,No,2630,26,88,0
529,Female,48,1,27,0,1-2 Year,Yes,34900,124,153,0
530,Male,38,1,48,0,1-2 Year,Yes,2630,124,67,0
531,Female,21,1,7,1,< 1 Year,No,2630,152,74,0
532,Male,36,1,9,1,1-2 Year,No,41410,152,174,0
533,Female,22,1,28,1,< 1 Year,No,24980,152,181,0
534,Male,53,1,28,1,1-2 Year,Yes,36544,26,182,0
535,Male,45,1,46,1,1-2 Year,No,2630,26,271,0
536,Male,24,1,15,1,< 1 Year,No,23479,151,259,0
537,Male,46,1,11,1,1-2 Year,No,36581,152,115,0
538,Female,57,1,41,1,1-2 Year,No,24564,152,220,0
539,Male,41,1,28,0,1-2 Year,Yes,44898,124,154,0
540,Male,45,1,28,0,1-2 Year,Yes,2630,26,204,1
541,Male,47,1,31,0,1-2 Year,Yes,2630,124,80,0
542,Male,51,1,41,0,> 2 Years,Yes,31443,12,82,0
543,Female,24,1,15,0,< 1 Year,Yes,2630,152,48,0
544,Male,57,1,28,0,1-2 Year,Yes,24552,26,122,1
545,Female,25,1,8,1,< 1 Year,No,61805,152,58,0
546,Male,46,1,8,1,1-2 Year,No,34727,124,229,0
547,Male,38,1,28,0,1-2 Year,Yes,46272,124,203,1
548,Female,48,1,28,0,1-2 Year,Yes,47104,26,166,0
549,Male,22,1,46,1,< 1 Year,No,26647,160,95,0
550,Male,27,1,46,1,< 1 Year,No,26312,152,244,0
551,Male,33,1,43,1,1-2 Year,No,2630,26,149,0
552,Male,23,1,47,1,< 1 Year,No,35982,152,277,0
553,Female,44,1,28,1,1-2 Year,No,34612,26,62,0
554,Female,24,1,41,1,< 1 Year,No,29857,152,201,0
555,Male,39,1,38,0,1-2 Year,Yes,33149,124,20,0
556,Female,21,1,13,1,< 1 Year,No,24731,160,283,0
557,Male,25,1,15,1,< 1 Year,No,34661,160,207,0
558,Female,51,1,33,0,1-2 Year,Yes,31243,152,39,1
559,Female,27,1,28,1,< 1 Year,No,52455,152,21,0
560,Female,42,1,8,0,> 2 Years,Yes,34393,124,209,0
561,Female,23,1,44,1,< 1 Year,No,28978,152,242,0
562,Male,36,1,28,1,1-2 Year,No,44579,26,104,0
563,Male,50,1,28,0,> 2 Years,Yes,38269,29,244,0
564,Male,69,0,33,0,1-2 Year,Yes,39730,26,53,0
565,Male,24,1,11,1,< 1 Year,No,36316,152,64,0
566,Male,57,1,7,0,1-2 Year,Yes,2630,124,52,0
567,Female,32,1,43,0,< 1 Year,No,2630,152,167,0
568,Male,68,1,8,0,1-2 Year,Yes,112974,26,206,0
569,Male,40,1,4,0,1-2 Year,Yes,33466,124,120,1
570,Male,37,1,30,0,1-2 Year,Yes,29934,26,141,0
571,Female,27,1,17,1,< 1 Year,No,2630,151,24,0
572,Female,21,1,47,0,< 1 Year,Yes,57982,160,89,0
573,Female,46,1,28,0,1-2 Year,Yes,51568,11,216,0
574,Male,55,1,28,0,1-2 Year,Yes,54115,55,114,0
575,Male,79,1,29,0,1-2 Year,Yes,28777,26,220,0
576,Female,22,1,8,0,< 1 Year,Yes,35461,152,90,0
577,Female,52,1,7,0,1-2 Year,Yes,2630,157,19,1
578,Male,22,1,30,1,< 1 Year,No,28001,152,226,0
579,Female,24,1,28,0,< 1 Year,Yes,31901,152,17,0
580,Male,32,1,21,1,< 1 Year,No,25562,152,261,0
581,Male,40,1,28,0,1-2 Year,Yes,34364,124,41,0
582,Female,23,1,8,1,< 1 Year,No,48251,152,202,0
583,Male,56,1,6,1,1-2 Year,Yes,20472,26,288,0
584,Male,57,1,28,0,1-2 Year,Yes,31179,26,160,1
585,Male,24,1,15,1,< 1 Year,No,33613,152,205,0
586,Female,27,1,33,1,< 1 Year,No,2630,160,266,0
587,Male,21,1,26,0,< 1 Year,Yes,25205,160,256,0
588,Female,72,1,28,0,1-2 Year,Yes,61819,122,35,0
589,Female,25,1,6,0,< 1 Year,Yes,2630,152,288,0
590,Female,21,1,7,1,< 1 Year,No,48103,160,135,0
591,Male,24,1,45,0,< 1 Year,Yes,19848,152,115,0
592,Female,25,1,24,1,< 1 Year,No,2630,152,36,0
593,Male,26,1,30,1,< 1 Year,No,22102,152,97,0
594,Female,75,1,46,1,1-2 Year,No,30356,26,288,0
595,Female,24,1,41,1,< 1 Year,Yes,21093,160,53,0
596,Male,66,1,14,0,1-2 Year,Yes,40223,124,200,0
597,Female,23,1,41,1,< 1 Year,No,32465,152,47,0
598,Female,49,1,46,0,1-2 Year,Yes,25996,26,184,1
599,Male,42,1,41,0,1-2 Year,Yes,35129,163,80,1
600,Female,25,1,23,1,< 1 Year,No,19298,152,140,0
601,Male,21,1,29,1,< 1 Year,No,28450,152,17,0
602,Female,23,1,28,1,< 1 Year,No,28155,152,83,0
603,Female,38,1,28,0,1-2 Year,Yes,26103,154,121,0
604,Male,44,1,35,0,1-2 Year,Yes,2630,124,245,0
605,Male,25,1,28,0,< 1 Year,Yes,60550,152,269,0
606,Male,38,1,28,0,1-2 Year,Yes,52970,124,106,0
607,Female,24,1,13,1,< 1 Year,No,22649,152,243,0
608,Female,23,1,27,0,< 1 Year,No,2630,152,103,0
609,Female,43,1,28,1,1-2 Year,No,2630,124,248,0
610,Female,30,1,26,0,< 1 Year,Yes,2630,154,74,0
611,Female,49,1,28,1,1-2 Year,No,2630,124,100,0
612,Female,22,1,30,1,< 1 Year,No,30724,152,271,0
613,Female,45,1,8,0,1-2 Year,Yes,2630,26,96,1
614,Male,72,1,28,0,1-2 Year,Yes,45683,26,270,0
615,Male,25,1,8,1,< 1 Year,No,63124,152,136,0
616,Male,64,1,28,1,1-2 Year,No,30068,26,237,0
617,Male,46,1,28,0,> 2 Years,Yes,64819,124,82,1
618,Male,84,1,28,1,1-2 Year,No,49367,122,31,0
619,Male,46,1,28,0,> 2 Years,Yes,42534,124,168,0
620,Female,41,1,28,0,1-2 Year,Yes,35524,124,13,1
621,Male,73,1,46,0,1-2 Year,Yes,41623,26,146,0
622,Female,43,1,28,0,> 2 Years,Yes,37314,26,288,1
623,Male,47,1,9,0,1-2 Year,Yes,37752,26,235,0
624,Male,55,1,28,1,1-2 Year,Yes,42394,26,142,0
625,Female,45,1,37,0,1-2 Year,Yes,35692,152,235,0
626,Female,24,1,11,1,< 1 Year,No,38608,152,107,0
627,Male,44,1,23,0,1-2 Year,Yes,42609,124,83,0
628,Male,42,1,28,0,> 2 Years,Yes,34815,26,101,1
629,Female,24,1,3,1,< 1 Year,No,28239,152,67,0
630,Female,27,1,15,0,< 1 Year,No,28171,152,213,0
631,Male,21,1,26,1,< 1 Year,No,15945,160,160,0
632,Female,22,1,40,1,< 1 Year,No,32851,152,234,0
633,Female,22,1,14,1,< 1 Year,No,37508,152,260,0
634,Female,44,1,40,0,1-2 Year,Yes,36790,26,266,0
635,Male,21,1,4,0,< 1 Year,Yes,22577,152,204,0
636,Male,36,1,46,0,1-2 Year,Yes,20819,26,137,0
637,Male,24,1,28,1,< 1 Year,No,55467,152,84,0
638,Female,53,1,8,0,1-2 Year,Yes,60483,7,30,0
639,Male,52,1,28,1,1-2 Year,No,35031,26,88,0
640,Male,23,1,35,1,< 1 Year,No,34056,152,233,0
641,Female,49,1,48,1,1-2 Year,No,2630,26,245,0
642,Female,23,1,29,1,< 1 Year,No,27636,152,145,0
643,Female,23,1,41,1,< 1 Year,No,44043,152,65,0
644,Male,40,1,28,0,1-2 Year,No,32854,122,149,0
645,Male,23,1,15,1,< 1 Year,No,29541,152,258,0
646,Female,21,1,36,1,< 1 Year,No,30389,152,27,0
647,Male,30,1,28,0,1-2 Year,Yes,2630,157,298,0
648,Male,57,1,46,1,1-2 Year,No,2630,26,166,0
649,Male,55,1,28,1,1-2 Year,No,67745,124,93,0
650,Male,50,1,4,0,1-2 Year,Yes,26821,26,296,0
651,Female,44,1,28,0,1-2 Year,Yes,26567,26,215,0
652,Male,25,1,28,0,< 1 Year,Yes,41654,26,233,0
653,Male,43,1,23,0,1-2 Year,Yes,29155,154,277,0
654,Male,24,1,41,1,< 1 Year,No,24773,152,277,0
655,Female,59,1,18,0,1-2 Year,No,23322,124,133,1
656,Male,23,1,44,0,< 1 Year,Yes,29267,152,41,0
657,Male,53,1,13,0,1-2 Year,Yes,2630,26,90,0
658,Male,23,1,46,1,1-2 Year,Yes,2630,156,234,0
659,Male,24,1,36,1,< 1 Year,No,36975,152,88,0
660,Female,24,1,28,0,< 1 Year,Yes,32681,152,116,0
661,Male,60,1,28,0,1-2 Year,Yes,68548,26,298,0
662,Female,34,1,29,0,1-2 Year,Yes,30045,26,119,1
663,Male,29,1,28,1,< 1 Year,No,25850,152,125,0
664,Female,21,1,46,1,< 1 Year,No,41238,152,195,0
665,Male,25,1,14,1,< 1 Year,No,39723,152,278,0
666,Female,45,1,35,1,1-2 Year,No,52448,26,105,0
667,Female,22,1,47,1,< 1 Year,No,24233,152,231,0
668,Male,55,1,17,1,1-2 Year,No,36693,26,212,0
669,Male,45,1,33,0,1-2 Year,Yes,23958,26,35,1
670,Female,23,1,28,1,< 1 Year,No,49577,152,55,0
671,Male,26,1,47,1,< 1 Year,No,33045,152,188,0
672,Male,68,1,28,0,1-2 Year,Yes,45626,26,68,0
673,Female,63,1,28,0,1-2 Year,Yes,2630,26,172,0
674,Male,27,1,36,1,< 1 Year,No,32286,152,75,0
675,Female,37,1,28,0,1-2 Year,Yes,45037,26,238,1
676,Female,48,1,28,1,1-2 Year,No,45148,124,240,0
677,Female,35,1,35,0,1-2 Year,Yes,37646,26,198,0
678,Male,71,1,28,1,1-2 Year,No,33685,122,10,0
679,Male,31,1,39,0,< 1 Year,Yes,2630,26,166,1
680,Male,53,1,29,0,1-2 Year,Yes,2630,156,141,0
681,Male,22,1,41,1,< 1 Year,No,31827,152,69,0
682,Female,67,1,41,0,1-2 Year,Yes,31554,124,30,0
683,Female,76,1,28,1,1-2 Year,No,37753,124,38,0
684,Female,47,1,30,0,1-2 Year,Yes,2630,154,227,0
685,Male,36,1,35,0,1-2 Year,Yes,25017,124,203,0
686,Male,46,1,28,0,1-2 Year,Yes,31663,26,235,0
687,Female,35,1,3,0,1-2 Year,No,2630,26,43,0
688,Female,66,1,8,0,1-2 Year,No,48089,7,205,0
689,Male,61,1,8,0,> 2 Years,Yes,22257,124,171,1
690,Female,23,1,41,1,< 1 Year,No,33860,152,217,0
691,Male,44,1,28,0,1-2 Year,No,50633,124,103,0
692,Female,22,1,11,0,< 1 Year,Yes,35557,152,110,0
693,Female,28,1,11,1,< 1 Year,No,2630,152,101,0
694,Female,38,1,46,0,1-2 Year,Yes,2630,157,83,0
695,Female,48,1,10,0,1-2 Year,Yes,39818,26,180,0
696,Male,41,1,28,0,1-2 Year,Yes,49845,124,168,0
697,Female,31,1,8,1,< 1 Year,No,41106,152,37,0
698,Male,42,1,8,1,1-2 Year,No,2630,26,193,0
699,Male,48,1,41,1,1-2 Year,No,2630,124,18,0
700,Male,42,1,28,0,1-2 Year,Yes,2630,122,235,0
701,Female,24,1,47,1,< 1 Year,No,35665,152,174,0
702,Male,76,1,3,1,1-2 Year,No,28290,26,146,0
703,Female,43,1,28,0,1-2 Year,Yes,46174,26,21,1
704,Female,25,1,28,1,< 1 Year,No,34410,152,219,0
705,Male,43,1,28,0,1-2 Year,Yes,26259,124,116,0
706,Female,35,1,46,0,1-2 Year,Yes,29036,124,227,1
707,Female,24,1,11,1,< 1 Year,No,32803,152,239,0
708,Male,46,1,8,0,1-2 Year,No,35183,155,68,0
709,Female,45,1,28,1,1-2 Year,No,28586,124,129,0
710,Male,24,1,49,1,< 1 Year,No,19613,152,167,0
711,Female,46,1,0,0,1-2 Year,Yes,2630,47,292,0
712,Female,33,1,28,0,1-2 Year,Yes,28188,122,257,0
713,Male,23,1,18,1,< 1 Year,No,18086,152,139,0
714,Male,38,1,39,0,1-2 Year,Yes,2630,127,244,0
715,Male,47,1,26,0,1-2 Year,Yes,28871,26,60,1
716,Female,26,1,46,1,< 1 Year,No,30380,152,268,0
717,Male,44,1,8,0,1-2 Year,Yes,32342,124,255,1
718,Male,23,1,29,0,< 1 Year,Yes,28070,153,136,0
719,Male,36,1,8,0,1-2 Year,Yes,32752,156,287,1
720,Male,40,1,8,0,1-2 Year,Yes,71479,124,107,0
721,Male,24,1,10,1,< 1 Year,No,31953,152,83,0
722,Male,39,1,18,0,1-2 Year,Yes,43177,124,12,0
723,Female,42,1,28,1,1-2 Year,No,61279,26,224,0
724,Female,76,1,29,1,1-2 Year,No,48834,26,54,0
725,Female,31,1,10,1,< 1 Year,No,30459,152,295,0
726,Female,21,1,15,0,< 1 Year,Yes,31946,152,216,0
727,Male,48,1,37,1,1-2 Year,No,22242,26,283,0
728,Female,23,1,27,0,< 1 Year,No,27629,152,228,0
729,Male,28,1,9,1,< 1 Year,No,34010,152,145,0
730,Female,43,1,28,0,1-2 Year,Yes,41103,26,258,0
731,Male,35,1,28,0,1-2 Year,Yes,33273,122,255,0
732,Female,35,1,28,0,1-2 Year,Yes,39339,124,170,0
733,Male,77,1,28,0,1-2 Year,Yes,2630,26,109,1
734,Female,24,1,33,1,< 1 Year,Yes,31546,152,268,0
735,Male,50,1,28,0,> 2 Years,Yes,53905,124,253,1
736,Female,69,1,28,0,1-2 Year,Yes,48756,124,285,0
737,Female,24,1,37,0,< 1 Year,Yes,49007,152,115,0
738,Male,29,1,8,1,< 1 Year,No,46278,152,69,0
739,Male,43,1,28,0,1-2 Year,Yes,29921,26,146,1
740,Male,70,1,28,1,1-2 Year,No,36785,13,211,0
741,Male,50,1,8,0,1-2 Year,Yes,2630,26,276,0
742,Male,29,1,18,1,< 1 Year,No,36528,152,270,0
743,Male,23,1,28,1,< 1 Year,No,42463,152,160,0
744,Male,20,1,39,1,< 1 Year,No,31515,160,167,0
745,Male,29,1,4,1,< 1 Year,No,23080,152,103,0
746,Female,68,1,47,1,1-2 Year,No,25075,26,108,0
747,Male,25,1,27,0,< 1 Year,Yes,27136,152,155,0
748,Male,48,1,28,0,1-2 Year,Yes,31502,26,125,0
749,Male,46,1,28,0,> 2 Years,Yes,38166,26,37,1
750,Male,44,1,28,1,1-2 Year,Yes,33844,26,81,0
751,Male,49,1,30,0,1-2 Year,Yes,2630,26,59,1
752,Male,53,1,30,1,1-2 Year,No,2630,26,208,0
753,Male,24,1,7,0,< 1 Year,No,32560,152,291,0
754,Male,61,1,3,0,1-2 Year,Yes,27238,30,206,0
755,Female,33,1,28,0,< 1 Year,Yes,43563,154,240,0
756,Female,49,1,8,0,> 2 Years,Yes,40190,124,209,0
757,Female,53,1,33,0,1-2 Year,Yes,47367,124,254,0
758,Male,46,1,36,1,1-2 Year,No,37565,26,18,0
759,Female,44,1,28,0,1-2 Year,Yes,42376,124,298,0
760,Male,25,1,32,1,< 1 Year,No,2630,160,114,0
761,Male,26,1,15,0,< 1 Year,No,44116,152,125,0
762,Female,40,1,28,0,1-2 Year,Yes,2630,124,197,1
763,Female,48,1,3,0,1-2 Year,Yes,28795,124,286,0
764,Female,35,1,28,0,1-2 Year,Yes,22773,124,193,0
765,Male,59,1,28,0,1-2 Year,Yes,2630,156,245,0
766,Female,23,1,33,1,< 1 Year,No,22900,152,24,0
767,Female,69,1,18,0,1-2 Year,Yes,30539,124,107,1
768,Female,72,1,28,1,1-2 Year,No,65452,26,38,0
769,Female,44,1,41,0,1-2 Year,Yes,41968,124,222,0
770,Male,30,1,8,1,< 1 Year,No,45553,160,295,0
771,Female,31,1,28,1,1-2 Year,No,34827,124,71,0
772,Male,48,1,8,1,1-2 Year,No,39109,78,51,0
773,Female,33,1,18,1,< 1 Year,No,33981,152,248,0
774,Female,21,1,3,1,< 1 Year,No,31286,152,286,0
775,Male,58,1,28,0,1-2 Year,Yes,2630,158,180,1
776,Male,52,1,3,0,1-2 Year,No,29058,26,198,0
777,Male,44,1,35,0,1-2 Year,No,2630,89,88,0
778,Male,20,1,13,0,< 1 Year,Yes,2630,160,222,0
779,Male,23,1,28,0,< 1 Year,Yes,40765,152,144,0
780,Female,24,1,37,0,< 1 Year,Yes,21408,160,202,0
781,Male,45,1,28,1,1-2 Year,No,36212,124,82,0
782,Male,77,1,28,1,1-2 Year,No,33249,122,267,0
783,Female,23,1,30,1,< 1 Year,No,26275,152,108,0
784,Male,24,1,8,1,< 1 Year,No,33265,152,57,0
785,Female,37,1,33,0,1-2 Year,No,41890,124,167,0
786,Male,40,1,8,0,1-2 Year,Yes,31043,124,279,0
787,Male,65,1,48,0,1-2 Year,Yes,2630,26,90,0
788,Female,54,1,41,1,1-2 Year,No,19700,26,39,0
789,Male,33,1,28,0,1-2 Year,Yes,43580,26,37,0
790,Male,40,1,28,0,1-2 Year,Yes,28113,124,278,1
791,Male,20,1,8,1,< 1 Year,No,44400,160,275,0
792,Female,20,1,2,1,< 1 Year,Yes,31207,160,195,0
793,Male,24,1,8,0,< 1 Year,No,2630,152,12,0
794,Male,52,1,3,0,1-2 Year,Yes,28088,26,285,1
795,Male,71,1,16,0,1-2 Year,Yes,2630,26,134,0
796,Female,23,1,43,0,< 1 Year,Yes,46257,152,215,0
797,Male,26,1,27,1,< 1 Year,No,49625,152,151,0
798,Female,27,1,25,1,< 1 Year,No,29214,152,46,0
799,Female,23,1,8,1,< 1 Year,No,50423,152,73,0
800,Male,45,1,28,1,1-2 Year,No,29055,124,279,0
801,Male,26,1,14,1,< 1 Year,No,24354,151,171,0
802,Male,23,1,28,1,< 1 Year,No,57911,152,34,0
803,Female,29,1,15,1,< 1 Year,No,37098,152,185,0
804,Female,45,1,28,1,1-2 Year,No,2630,32,214,0
805,Female,26,1,28,1,< 1 Year,Yes,42200,26,251,0
806,Male,38,1,48,0,1-2 Year,Yes,2630,124,10,1
807,Female,67,1,29,0,1-2 Year,Yes,45459,124,267,1
808,Female,21,1,36,1,< 1 Year,No,32204,160,221,0
809,Female,24,1,3,1,< 1 Year,Yes,29376,160,112,0
810,Female,24,1,8,1,< 1 Year,No,58326,152,96,0
811,Male,22,1,2,1,< 1 Year,No,34772,152,105,0
812,Female,25,1,37,0,< 1 Year,Yes,47183,152,204,0
813,Female,54,1,50,1,1-2 Year,No,32573,154,153,0
814,Male,62,1,28,0,1-2 Year,Yes,38052,124,82,1
815,Female,26,1,28,1,< 1 Year,No,38448,152,216,0
816,Female,22,1,33,1,< 1 Year,No,38214,152,21,0
817,Female,36,1,28,1,1-2 Year,No,2630,125,232,0
818,Female,59,1,8,0,1-2 Year,Yes,80682,124,280,0
819,Female,23,1,39,1,< 1 Year,No,50821,152,201,0
820,Female,67,1,41,0,1-2 Year,Yes,40821,124,73,0
821,Female,41,1,38,0,1-2 Year,Yes,30438,124,299,0
822,Male,25,1,11,1,< 1 Year,No,18009,160,87,0
823,Female,46,1,28,0,1-2 Year,Yes,30184,124,110,0
824,Female,23,1,14,0,< 1 Year,Yes,27404,152,293,0
825,Female,26,1,9,1,< 1 Year,No,37801,152,121,0
826,Female,37,1,35,0,1-2 Year,No,2630,26,71,0
827,Male,66,1,50,1,1-2 Year,No,38590,8,76,0
828,Female,33,1,13,0,1-2 Year,No,38411,124,176,0
829,Female,25,1,28,1,< 1 Year,No,29046,152,134,0
830,Male,23,1,29,1,< 1 Year,No,36838,152,182,0
831,Male,56,1,28,1,1-2 Year,No,48462,124,22,0
832,Female,41,1,35,0,1-2 Year,Yes,30495,10,136,0
833,Male,20,1,30,0,< 1 Year,No,25497,160,11,0
834,Male,25,1,37,0,< 1 Year,Yes,31531,152,49,1
835,Male,66,1,41,0,1-2 Year,Yes,47749,26,144,0
836,Female,25,1,18,1,< 1 Year,No,25162,152,155,0
837,Female,29,1,33,1,< 1 Year,No,52537,152,291,0
838,Male,25,1,8,1,< 1 Year,No,2630,152,16,0
839,Male,52,1,8,0,1-2 Year,Yes,54581,26,234,0
840,Male,77,1,28,0,> 2 Years,Yes,60083,26,191,0
841,Male,21,1,8,0,< 1 Year,Yes,66657,152,59,0
842,Female,24,1,17,1,< 1 Year,No,28385,152,164,0
843,Female,24,1,37,0,< 1 Year,No,47282,152,65,0
844,Male,39,1,28,1,1-2 Year,No,38452,8,230,0
845,Male,44,1,17,0,1-2 Year,Yes,37272,124,231,0
846,Female,44,1,28,0,1-2 Year,Yes,43624,26,28,1
847,Male,43,1,39,0,1-2 Year,Yes,2630,124,26,1
848,Male,49,1,46,1,1-2 Year,No,2630,26,226,0
849,Female,24,1,41,1,< 1 Year,No,39342,152,27,0
850,Male,53,1,8,1,1-2 Year,No,44895,124,240,0
851,Female,67,1,50,0,1-2 Year,Yes,32592,120,101,0
852,Male,54,1,8,0,< 1 Year,Yes,34948,26,116,1
853,Female,44,1,41,0,1-2 Year,Yes,31059,26,263,1
854,Male,57,1,28,0,1-2 Year,Yes,67533,26,269,0
855,Female,30,1,28,1,< 1 Year,No,28647,152,190,0
856,Female,28,1,4,0,1-2 Year,Yes,2630,157,63,0
857,Female,22,1,15,0,< 1 Year,Yes,37932,152,293,0
858,Male,36,1,8,0,1-2 Year,Yes,31149,124,207,0
859,Male,23,1,36,0,< 1 Year,Yes,31668,152,31,0
860,Male,62,1,8,0,1-2 Year,Yes,30883,26,173,0
861,Male,42,1,28,0,1-2 Year,Yes,30408,124,74,1
862,Male,29,1,41,0,< 1 Year,Yes,2630,152,203,0
863,Male,44,1,50,0,1-2 Year,Yes,35668,65,40,0
864,Male,55,1,46,0,1-2 Year,Yes,31997,152,202,0
865,Female,49,1,41,0,1-2 Year,Yes,2630,26,65,0
866,Male,60,1,28,0,1-2 Year,No,46684,26,280,0
